Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Daisy (shelter name: Delilah) ,Jack Russell Terrier,,42.36100,-71.10190,Cambridgeport
Sugar,Mixed Breed,,42.39090,-71.13500,North Cambridge
Emma,Mixed Breed,,42.37170,-71.09910,The Port
Abel,Mixed Breed,,42.38580,-71.12530,Neighborhood Nine
Otis,Mixed Breed,,42.38480,-71.13080,Neighborhood Nine
Bella,Mixed Breed,,42.37110,-71.10040,Mid-Cambridge
MAYBEL,Chihuahua X,,42.37010,-71.08320,East Cambridge
Daisy,Poodle,,42.38340,-71.12830,Neighborhood Nine
Millie,Boxer mix,,42.37070,-71.10390,Mid-Cambridge
TIGER,Cockerpoo,,42.37590,-71.12780,West Cambridge
Macaron,Shiba Inu,,42.36990,-71.08370,East Cambridge
Emmit,POODLE,,42.37940,-71.14850,Strawberry Hill
Maisie,Terrier,,42.35910,-71.11150,Cambridgeport
Noodle,Mixed Breed,,42.36490,-71.11060,Riverside
Wolfie,Australian Shepherd,,42.39000,-71.11880,North Cambridge
Masie Pearl,Mixed Breed,,42.38090,-71.13750,West Cambridge
Auggie,Mixed Breed,,42.38520,-71.11900,Neighborhood Nine
Fenway,Golden Retriever,,42.36930,-71.09460,Wellington-Harrington
Peadar ,Jack Russell Terrier,,42.39750,-71.12860,North Cambridge
Archie,Mixed Breed,,42.38370,-71.13290,Neighborhood Nine
Maggie,Golden Retriever,,42.37310,-71.14110,West Cambridge
Henny,Boxer,,42.38400,-71.12260,Neighborhood Nine
WINNIE,POODLE,,42.39070,-71.12820,North Cambridge
Taro,Jack Russell Terrier,,42.36970,-71.09810,Mid-Cambridge
Hal,Havanese,,42.39220,-71.12040,North Cambridge
Belinda,LABRADOODLE,,42.38580,-71.13990,Neighborhood Nine
Luna,Standard Poodle,,42.37250,-71.13780,West Cambridge
Bodacious Pritchard,Mixed Breed,,42.37860,-71.13760,West Cambridge
Belle,Mixed Breed,,42.37900,-71.15090,Strawberry Hill
Lulu,Australian Labadoodle,,42.36830,-71.10180,The Port
Susy,Mixed Breed,,42.38660,-71.13230,Neighborhood Nine
